CustomerID,CustomerName,Region,SubscriptionType,SubscriptionStart,SubscriptionEnd,Canceled,Revenue,Subscription Duration,,,
216,Grace,West,Standard,30/04/2023,30/04/2024,TRUE,1458,366,,,
218,Sophia,South,Premium,30/06/2023,30/06/2024,FALSE,2328,366,,,
220,Nina,West,Standard,31/08/2023,31/08/2024,TRUE,2116,366,,,
201,John,North,Basic,31/01/2022,31/01/2023,FALSE,2894,365,,,
202,Jane,South,Premium,28/02/2022,28/02/2023,TRUE,1472,365,,,
203,Alex,East,Basic,31/03/2022,31/03/2023,FALSE,2623,365,,,
204,Maria,West,Standard,30/04/2022,30/04/2023,TRUE,2305,365,,,
205,James,North,Basic,31/05/2022,31/05/2023,FALSE,1331,365,,,
206,Ella,South,Premium,30/06/2022,30/06/2023,TRUE,2283,365,,,
207,Mike,East,Basic,31/07/2022,31/07/2023,FALSE,1382,365,,,
208,Sara,West,Standard,31/08/2022,31/08/2023,FALSE,1367,365,,,
209,Tom,North,Basic,30/09/2022,30/09/2023,TRUE,2447,365,,,
210,Eva,South,Premium,31/10/2022,31/10/2023,TRUE,1338,365,,,
211,Liam,East,Basic,30/11/2022,30/11/2023,FALSE,2729,365,,,
212,Anna,West,Standard,31/12/2022,31/12/2023,FALSE,2056,365,,,
214,Zoe,South,Premium,28/02/2023,29/02/2024,FALSE,2289,366,,,
215,Paul,East,Basic,31/03/2023,31/03/2024,FALSE,2732,366,,,
216,Grace,West,Standard,30/04/2023,30/04/2024,TRUE,2019,366,,,
218,Sophia,South,Premium,30/06/2023,30/06/2024,FALSE,1592,366,,,
219,Dan,East,Basic,31/07/2023,31/07/2024,FALSE,1940,366,,,
220,Nina,West,Standard,31/08/2023,31/08/2024,TRUE,2275,366,,,
201,John,North,Basic,31/01/2022,31/01/2023,FALSE,1842,365,,,
202,Jane,South,Premium,28/02/2022,28/02/2023,TRUE,2385,365,,,
203,Alex,East,Basic,31/03/2022,31/03/2023,FALSE,1762,365,,,
204,Maria,West,Standard,30/04/2022,30/04/2023,TRUE,2489,365,,,
205,James,North,Basic,31/05/2022,31/05/2023,FALSE,1708,365,,,
207,Mike,East,Basic,31/07/2022,31/07/2023,FALSE,2416,365,,,
208,Sara,West,Standard,31/08/2022,31/08/2023,FALSE,2336,365,,,
209,Tom,North,Basic,30/09/2022,30/09/2023,TRUE,2028,365,,,
210,Eva,South,Premium,31/10/2022,31/10/2023,TRUE,2626,365,,,
211,Liam,East,Basic,30/11/2022,30/11/2023,FALSE,1815,365,,,
212,Anna,West,Standard,31/12/2022,31/12/2023,FALSE,1335,365,,,
213,Chris,North,Basic,31/01/2023,31/01/2024,TRUE,1063,365,,,
214,Zoe,South,Premium,28/02/2023,29/02/2024,FALSE,1617,366,,,
215,Paul,East,Basic,31/03/2023,31/03/2024,FALSE,1548,366,,,
217,Rob,North,Basic,31/05/2023,31/05/2024,TRUE,1169,366,,,
218,Sophia,South,Premium,30/06/2023,30/06/2024,FALSE,1923,366,,,
219,Dan,East,Basic,31/07/2023,31/07/2024,FALSE,1022,366,,,
220,Nina,West,Standard,31/08/2023,31/08/2024,TRUE,1071,366,,,
201,John,North,Basic,31/01/2022,31/01/2023,FALSE,2838,365,,,
202,Jane,South,Premium,28/02/2022,28/02/2023,TRUE,1317,365,,,
203,Alex,East,Basic,31/03/2022,31/03/2023,FALSE,1929,365,,,
204,Maria,West,Standard,30/04/2022,30/04/2023,TRUE,2150,365,,,
205,James,North,Basic,31/05/2022,31/05/2023,FALSE,1140,365,,,
206,Ella,South,Premium,30/06/2022,30/06/2023,TRUE,1345,365,,,
207,Mike,East,Basic,31/07/2022,31/07/2023,FALSE,2760,365,,,
208,Sara,West,Standard,31/08/2022,31/08/2023,FALSE,1365,365,,,
209,Tom,North,Basic,30/09/2022,30/09/2023,TRUE,2431,365,,,
210,Eva,South,Premium,31/10/2022,31/10/2023,TRUE,1935,365,,,
211,Liam,East,Basic,30/11/2022,30/11/2023,FALSE,2328,365,,,
212,Anna,West,Standard,31/12/2022,31/12/2023,FALSE,1042,365,,,
213,Chris,North,Basic,31/01/2023,31/01/2024,TRUE,2012,365,,,
214,Zoe,South,Premium,28/02/2023,29/02/2024,FALSE,1710,366,,,
215,Paul,East,Basic,31/03/2023,31/03/2024,FALSE,2424,366,,,
216,Grace,West,Standard,30/04/2023,30/04/2024,TRUE,2939,366,,,
217,Rob,North,Basic,31/05/2023,31/05/2024,TRUE,1554,366,,,
219,Dan,East,Basic,31/07/2023,31/07/2024,FALSE,1347,366,,,
220,Nina,West,Standard,31/08/2023,31/08/2024,TRUE,2445,366,,,
201,John,North,Basic,31/01/2022,31/01/2023,FALSE,1023,365,,,
202,Jane,South,Premium,28/02/2022,28/02/2023,TRUE,1385,365,,,
203,Alex,East,Basic,31/03/2022,31/03/2023,FALSE,1499,365,,,
204,Maria,West,Standard,30/04/2022,30/04/2023,TRUE,1089,365,,,
206,Ella,South,Premium,30/06/2022,30/06/2023,TRUE,2963,365,,,
207,Mike,East,Basic,31/07/2022,31/07/2023,FALSE,1351,365,,,
208,Sara,West,Standard,31/08/2022,31/08/2023,FALSE,2956,365,,,
209,Tom,North,Basic,30/09/2022,30/09/2023,TRUE,1728,365,,,
210,Eva,South,Premium,31/10/2022,31/10/2023,TRUE,2294,365,,,
211,Liam,East,Basic,30/11/2022,30/11/2023,FALSE,1217,365,,,
212,Anna,West,Standard,31/12/2022,31/12/2023,FALSE,2400,365,,,
214,Zoe,South,Premium,28/02/2023,29/02/2024,FALSE,1321,366,,,
216,Grace,West,Standard,30/04/2023,30/04/2024,TRUE,1882,366,,,
217,Rob,North,Basic,31/05/2023,31/05/2024,TRUE,1452,366,,,
218,Sophia,South,Premium,30/06/2023,30/06/2024,FALSE,1806,366,,,
219,Dan,East,Basic,31/07/2023,31/07/2024,FALSE,2700,366,,,
220,Nina,West,Standard,31/08/2023,31/08/2024,TRUE,1685,366,,,
201,John,North,Basic,31/01/2022,31/01/2023,FALSE,1987,365,,,
202,Jane,South,Premium,28/02/2022,28/02/2023,TRUE,2222,365,,,
203,Alex,East,Basic,31/03/2022,31/03/2023,FALSE,2417,365,,,
205,James,North,Basic,31/05/2022,31/05/2023,FALSE,2697,365,,,
206,Ella,South,Premium,30/06/2022,30/06/2023,TRUE,1877,365,,,
207,Mike,East,Basic,31/07/2022,31/07/2023,FALSE,1332,365,,,
209,Tom,North,Basic,30/09/2022,30/09/2023,TRUE,2993,365,,,
210,Eva,South,Premium,31/10/2022,31/10/2023,TRUE,2807,365,,,
211,Liam,East,Basic,30/11/2022,30/11/2023,FALSE,2537,365,,,
212,Anna,West,Standard,31/12/2022,31/12/2023,FALSE,1289,365,,,
213,Chris,North,Basic,31/01/2023,31/01/2024,TRUE,2889,365,,,
214,Zoe,South,Premium,28/02/2023,29/02/2024,FALSE,1623,366,,,
215,Paul,East,Basic,31/03/2023,31/03/2024,FALSE,1486,366,,,
216,Grace,West,Standard,30/04/2023,30/04/2024,TRUE,2146,366,,,
217,Rob,North,Basic,31/05/2023,31/05/2024,TRUE,2950,366,,,
218,Sophia,South,Premium,30/06/2023,30/06/2024,FALSE,2423,366,,,
219,Dan,East,Basic,31/07/2023,31/07/2024,FALSE,1119,366,,,
220,Nina,West,Standard,31/08/2023,31/08/2024,TRUE,1958,366,,,
201,John,North,Basic,31/01/2022,31/01/2023,FALSE,2476,365,,,
202,Jane,South,Premium,28/02/2022,28/02/2023,TRUE,2006,365,,,
203,Alex,East,Basic,31/03/2022,31/03/2023,FALSE,2252,365,,,
204,Maria,West,Standard,30/04/2022,30/04/2023,TRUE,1609,365,,,
205,James,North,Basic,31/05/2022,31/05/2023,FALSE,1937,365,,,
207,Mike,East,Basic,31/07/2022,31/07/2023,FALSE,1393,365,,,
208,Sara,West,Standard,31/08/2022,31/08/2023,FALSE,1516,365,,,
209,Tom,North,Basic,30/09/2022,30/09/2023,TRUE,2159,365,,,
210,Eva,South,Premium,31/10/2022,31/10/2023,TRUE,2523,365,,,
211,Liam,East,Basic,30/11/2022,30/11/2023,FALSE,2680,365,,,
212,Anna,West,Standard,31/12/2022,31/12/2023,FALSE,1112,365,,,
213,Chris,North,Basic,31/01/2023,31/01/2024,TRUE,1292,365,,,
214,Zoe,South,Premium,28/02/2023,29/02/2024,FALSE,2302,366,,,
215,Paul,East,Basic,31/03/2023,31/03/2024,FALSE,1751,366,,,
216,Grace,West,Standard,30/04/2023,30/04/2024,TRUE,2714,366,,,
217,Rob,North,Basic,31/05/2023,31/05/2024,TRUE,2015,366,,,
218,Sophia,South,Premium,30/06/2023,30/06/2024,FALSE,1476,366,,,
220,Nina,West,Standard,31/08/2023,31/08/2024,TRUE,1228,366,,,
201,John,North,Basic,31/01/2022,31/01/2023,FALSE,1801,365,,,
202,Jane,South,Premium,28/02/2022,28/02/2023,TRUE,1805,365,,,
203,Alex,East,Basic,31/03/2022,31/03/2023,FALSE,2181,365,,,
204,Maria,West,Standard,30/04/2022,30/04/2023,TRUE,1665,365,,,
205,James,North,Basic,31/05/2022,31/05/2023,FALSE,1779,365,,,
207,Mike,East,Basic,31/07/2022,31/07/2023,FALSE,2937,365,,,
208,Sara,West,Standard,31/08/2022,31/08/2023,FALSE,2244,365,,,
209,Tom,North,Basic,30/09/2022,30/09/2023,TRUE,2290,365,,,
210,Eva,South,Premium,31/10/2022,31/10/2023,TRUE,1917,365,,,
211,Liam,East,Basic,30/11/2022,30/11/2023,FALSE,2533,365,,,
212,Anna,West,Standard,31/12/2022,31/12/2023,FALSE,2764,365,,,
213,Chris,North,Basic,31/01/2023,31/01/2024,TRUE,2223,365,,,
215,Paul,East,Basic,31/03/2023,31/03/2024,FALSE,1374,366,,,
216,Grace,West,Standard,30/04/2023,30/04/2024,TRUE,2064,366,,,
217,Rob,North,Basic,31/05/2023,31/05/2024,TRUE,2455,366,,,
219,Dan,East,Basic,31/07/2023,31/07/2024,FALSE,2735,366,,,
220,Nina,West,Standard,31/08/2023,31/08/2024,TRUE,2583,366,,,
202,Jane,South,Premium,28/02/2022,28/02/2023,TRUE,2955,365,,,
203,Alex,East,Basic,31/03/2022,31/03/2023,FALSE,2590,365,,,
204,Maria,West,Standard,30/04/2022,30/04/2023,TRUE,1251,365,,,
205,James,North,Basic,31/05/2022,31/05/2023,FALSE,2283,365,,,
206,Ella,South,Premium,30/06/2022,30/06/2023,TRUE,2332,365,,,
208,Sara,West,Standard,31/08/2022,31/08/2023,FALSE,1671,365,,,
211,Liam,East,Basic,30/11/2022,30/11/2023,FALSE,2335,365,,,
212,Anna,West,Standard,31/12/2022,31/12/2023,FALSE,2921,365,,,
214,Zoe,South,Premium,28/02/2023,29/02/2024,FALSE,1163,366,,,
215,Paul,East,Basic,31/03/2023,31/03/2024,FALSE,1379,366,,,
216,Grace,West,Standard,30/04/2023,30/04/2024,TRUE,1613,366,,,
217,Rob,North,Basic,31/05/2023,31/05/2024,TRUE,2566,366,,,
218,Sophia,South,Premium,30/06/2023,30/06/2024,FALSE,2756,366,,,
202,Jane,South,Premium,28/02/2022,28/02/2023,TRUE,1674,365,,,
203,Alex,East,Basic,31/03/2022,31/03/2023,FALSE,2983,365,,,
204,Maria,West,Standard,30/04/2022,30/04/2023,TRUE,2835,365,,,
205,James,North,Basic,31/05/2022,31/05/2023,FALSE,2815,365,,,
206,Ella,South,Premium,30/06/2022,30/06/2023,TRUE,1899,365,,,
209,Tom,North,Basic,30/09/2022,30/09/2023,TRUE,2998,365,,,
210,Eva,South,Premium,31/10/2022,31/10/2023,TRUE,2702,365,,,
211,Liam,East,Basic,30/11/2022,30/11/2023,FALSE,2334,365,,,
214,Zoe,South,Premium,28/02/2023,29/02/2024,FALSE,1029,366,,,
215,Paul,East,Basic,31/03/2023,31/03/2024,FALSE,1593,366,,,
216,Grace,West,Standard,30/04/2023,30/04/2024,TRUE,1383,366,,,
217,Rob,North,Basic,31/05/2023,31/05/2024,TRUE,2483,366,,,
219,Dan,East,Basic,31/07/2023,31/07/2024,FALSE,2710,366,,,
220,Nina,West,Standard,31/08/2023,31/08/2024,TRUE,2314,366,,,
201,John,North,Basic,31/01/2022,31/01/2023,FALSE,2556,365,,,
202,Jane,South,Premium,28/02/2022,28/02/2023,TRUE,2388,365,,,
203,Alex,East,Basic,31/03/2022,31/03/2023,FALSE,1742,365,,,
205,James,North,Basic,31/05/2022,31/05/2023,FALSE,1881,365,,,
206,Ella,South,Premium,30/06/2022,30/06/2023,TRUE,1371,365,,,
207,Mike,East,Basic,31/07/2022,31/07/2023,FALSE,2131,365,,,
209,Tom,North,Basic,30/09/2022,30/09/2023,TRUE,2542,365,,,
210,Eva,South,Premium,31/10/2022,31/10/2023,TRUE,2566,365,,,
211,Liam,East,Basic,30/11/2022,30/11/2023,FALSE,1774,365,,,
212,Anna,West,Standard,31/12/2022,31/12/2023,FALSE,2642,365,,,
213,Chris,North,Basic,31/01/2023,31/01/2024,TRUE,1521,365,,,
214,Zoe,South,Premium,28/02/2023,29/02/2024,FALSE,1892,366,,,
215,Paul,East,Basic,31/03/2023,31/03/2024,FALSE,2402,366,,,
216,Grace,West,Standard,30/04/2023,30/04/2024,TRUE,2669,366,,,
217,Rob,North,Basic,31/05/2023,31/05/2024,TRUE,1609,366,,,
218,Sophia,South,Premium,30/06/2023,30/06/2024,FALSE,1055,366,,,
219,Dan,East,Basic,31/07/2023,31/07/2024,FALSE,1202,366,,,
220,Nina,West,Standard,31/08/2023,31/08/2024,TRUE,1914,366,,,
201,John,North,Basic,31/01/2022,31/01/2023,FALSE,2077,365,,,
202,Jane,South,Premium,28/02/2022,28/02/2023,TRUE,2092,365,,,
204,Maria,West,Standard,30/04/2022,30/04/2023,TRUE,1050,365,,,
205,James,North,Basic,31/05/2022,31/05/2023,FALSE,1908,365,,,
206,Ella,South,Premium,30/06/2022,30/06/2023,TRUE,2811,365,,,
207,Mike,East,Basic,31/07/2022,31/07/2023,FALSE,2900,365,,,
209,Tom,North,Basic,30/09/2022,30/09/2023,TRUE,1634,365,,,
210,Eva,South,Premium,31/10/2022,31/10/2023,TRUE,1932,365,,,
212,Anna,West,Standard,31/12/2022,31/12/2023,FALSE,1088,365,,,
213,Chris,North,Basic,31/01/2023,31/01/2024,TRUE,1746,365,,,
215,Paul,East,Basic,31/03/2023,31/03/2024,FALSE,1305,366,,,
216,Grace,West,Standard,30/04/2023,30/04/2024,TRUE,1272,366,,,
217,Rob,North,Basic,31/05/2023,31/05/2024,TRUE,1016,366,,,
218,Sophia,South,Premium,30/06/2023,30/06/2024,FALSE,1520,366,,,
219,Dan,East,Basic,31/07/2023,31/07/2024,FALSE,2537,366,,,
220,Nina,West,Standard,31/08/2023,31/08/2024,TRUE,2872,366,,,
202,Jane,South,Premium,28/02/2022,28/02/2023,TRUE,2265,365,,,
203,Alex,East,Basic,31/03/2022,31/03/2023,FALSE,2548,365,,,
204,Maria,West,Standard,30/04/2022,30/04/2023,TRUE,1065,365,,,
205,James,North,Basic,31/05/2022,31/05/2023,FALSE,1338,365,,,
206,Ella,South,Premium,30/06/2022,30/06/2023,TRUE,1837,365,,,
207,Mike,East,Basic,31/07/2022,31/07/2023,FALSE,1579,365,,,
208,Sara,West,Standard,31/08/2022,31/08/2023,FALSE,2129,365,,,
209,Tom,North,Basic,30/09/2022,30/09/2023,TRUE,1150,365,,,
211,Liam,East,Basic,30/11/2022,30/11/2023,FALSE,1819,365,,,
212,Anna,West,Standard,31/12/2022,31/12/2023,FALSE,1199,365,,,
213,Chris,North,Basic,31/01/2023,31/01/2024,TRUE,1854,365,,,
214,Zoe,South,Premium,28/02/2023,29/02/2024,FALSE,2488,366,,,
215,Paul,East,Basic,31/03/2023,31/03/2024,FALSE,1111,366,,,
216,Grace,West,Standard,30/04/2023,30/04/2024,TRUE,2885,366,,,
217,Rob,North,Basic,31/05/2023,31/05/2024,TRUE,2070,366,,,
218,Sophia,South,Premium,30/06/2023,30/06/2024,FALSE,2157,366,,,
219,Dan,East,Basic,31/07/2023,31/07/2024,FALSE,2215,366,,,
220,Nina,West,Standard,31/08/2023,31/08/2024,TRUE,2930,366,,,
202,Jane,South,Premium,28/02/2022,28/02/2023,TRUE,1092,365,,,
203,Alex,East,Basic,31/03/2022,31/03/2023,FALSE,1003,365,,,
204,Maria,West,Standard,30/04/2022,30/04/2023,TRUE,1927,365,,,
205,James,North,Basic,31/05/2022,31/05/2023,FALSE,1259,365,,,
206,Ella,South,Premium,30/06/2022,30/06/2023,TRUE,2862,365,,,
207,Mike,East,Basic,31/07/2022,31/07/2023,FALSE,2295,365,,,
208,Sara,West,Standard,31/08/2022,31/08/2023,FALSE,2766,365,,,
209,Tom,North,Basic,30/09/2022,30/09/2023,TRUE,2990,365,,,
210,Eva,South,Premium,31/10/2022,31/10/2023,TRUE,1586,365,,,
211,Liam,East,Basic,30/11/2022,30/11/2023,FALSE,1084,365,,,
213,Chris,North,Basic,31/01/2023,31/01/2024,TRUE,2734,365,,,
216,Grace,West,Standard,30/04/2023,30/04/2024,TRUE,1627,366,,,
217,Rob,North,Basic,31/05/2023,31/05/2024,TRUE,2881,366,,,
218,Sophia,South,Premium,30/06/2023,30/06/2024,FALSE,2856,366,,,
219,Dan,East,Basic,31/07/2023,31/07/2024,FALSE,1391,366,,,
220,Nina,West,Standard,31/08/2023,31/08/2024,TRUE,1172,366,,,
201,John,North,Basic,31/01/2022,31/01/2023,FALSE,2256,365,,,
202,Jane,South,Premium,28/02/2022,28/02/2023,TRUE,2759,365,,,
203,Alex,East,Basic,31/03/2022,31/03/2023,FALSE,2769,365,,,
204,Maria,West,Standard,30/04/2022,30/04/2023,TRUE,1711,365,,,
205,James,North,Basic,31/05/2022,31/05/2023,FALSE,2718,365,,,
206,Ella,South,Premium,30/06/2022,30/06/2023,TRUE,1662,365,,,
207,Mike,East,Basic,31/07/2022,31/07/2023,FALSE,1172,365,,,
208,Sara,West,Standard,31/08/2022,31/08/2023,FALSE,1390,365,,,
209,Tom,North,Basic,30/09/2022,30/09/2023,TRUE,1252,365,,,
210,Eva,South,Premium,31/10/2022,31/10/2023,TRUE,1011,365,,,
211,Liam,East,Basic,30/11/2022,30/11/2023,FALSE,2031,365,,,
212,Anna,West,Standard,31/12/2022,31/12/2023,FALSE,2176,365,,,
213,Chris,North,Basic,31/01/2023,31/01/2024,TRUE,2700,365,,,
214,Zoe,South,Premium,28/02/2023,29/02/2024,FALSE,1730,366,,,
215,Paul,East,Basic,31/03/2023,31/03/2024,FALSE,2052,366,,,
216,Grace,West,Standard,30/04/2023,30/04/2024,TRUE,1187,366,,,
217,Rob,North,Basic,31/05/2023,31/05/2024,TRUE,2212,366,,,
218,Sophia,South,Premium,30/06/2023,30/06/2024,FALSE,1287,366,,,
219,Dan,East,Basic,31/07/2023,31/07/2024,FALSE,2787,366,,,
220,Nina,West,Standard,31/08/2023,31/08/2024,TRUE,2651,366,,,
201,John,North,Basic,31/01/2022,31/01/2023,FALSE,1561,365,,,
202,Jane,South,Premium,28/02/2022,28/02/2023,TRUE,1754,365,,,
203,Alex,East,Basic,31/03/2022,31/03/2023,FALSE,1015,365,,,
204,Maria,West,Standard,30/04/2022,30/04/2023,TRUE,2319,365,,,
205,James,North,Basic,31/05/2022,31/05/2023,FALSE,2602,365,,,
206,Ella,South,Premium,30/06/2022,30/06/2023,TRUE,2583,365,,,
207,Mike,East,Basic,31/07/2022,31/07/2023,FALSE,1219,365,,,
208,Sara,West,Standard,31/08/2022,31/08/2023,FALSE,1347,365,,,
209,Tom,North,Basic,30/09/2022,30/09/2023,TRUE,2316,365,,,
210,Eva,South,Premium,31/10/2022,31/10/2023,TRUE,2076,365,,,
211,Liam,East,Basic,30/11/2022,30/11/2023,FALSE,1652,365,,,
212,Anna,West,Standard,31/12/2022,31/12/2023,FALSE,2903,365,,,
213,Chris,North,Basic,31/01/2023,31/01/2024,TRUE,1662,365,,,
214,Zoe,South,Premium,28/02/2023,29/02/2024,FALSE,1465,366,,,
216,Grace,West,Standard,30/04/2023,30/04/2024,TRUE,1542,366,,,
217,Rob,North,Basic,31/05/2023,31/05/2024,TRUE,1717,366,,,
218,Sophia,South,Premium,30/06/2023,30/06/2024,FALSE,1881,366,,,
219,Dan,East,Basic,31/07/2023,31/07/2024,FALSE,1250,366,,,
220,Nina,West,Standard,31/08/2023,31/08/2024,TRUE,2867,366,,,
201,John,North,Basic,31/01/2022,31/01/2023,FALSE,1977,365,,,
202,Jane,South,Premium,28/02/2022,28/02/2023,TRUE,2025,365,,,
204,Maria,West,Standard,30/04/2022,30/04/2023,TRUE,1074,365,,,
205,James,North,Basic,31/05/2022,31/05/2023,FALSE,1826,365,,,
207,Mike,East,Basic,31/07/2022,31/07/2023,FALSE,1789,365,,,
208,Sara,West,Standard,31/08/2022,31/08/2023,FALSE,1310,365,,,
209,Tom,North,Basic,30/09/2022,30/09/2023,TRUE,2808,365,,,
210,Eva,South,Premium,31/10/2022,31/10/2023,TRUE,2524,365,,,
211,Liam,East,Basic,30/11/2022,30/11/2023,FALSE,2270,365,,,
212,Anna,West,Standard,31/12/2022,31/12/2023,FALSE,1803,365,,,
213,Chris,North,Basic,31/01/2023,31/01/2024,TRUE,2553,365,,,
214,Zoe,South,Premium,28/02/2023,29/02/2024,FALSE,2394,366,,,
215,Paul,East,Basic,31/03/2023,31/03/2024,FALSE,1012,366,,,
216,Grace,West,Standard,30/04/2023,30/04/2024,TRUE,2764,366,,,
217,Rob,North,Basic,31/05/2023,31/05/2024,TRUE,2323,366,,,
218,Sophia,South,Premium,30/06/2023,30/06/2024,FALSE,1371,366,,,
219,Dan,East,Basic,31/07/2023,31/07/2024,FALSE,1797,366,,,
201,John,North,Basic,31/01/2022,31/01/2023,FALSE,2981,365,,,
202,Jane,South,Premium,28/02/2022,28/02/2023,TRUE,2640,365,,,
203,Alex,East,Basic,31/03/2022,31/03/2023,FALSE,1836,365,,,
204,Maria,West,Standard,30/04/2022,30/04/2023,TRUE,2503,365,,,
205,James,North,Basic,31/05/2022,31/05/2023,FALSE,2618,365,,,
206,Ella,South,Premium,30/06/2022,30/06/2023,TRUE,1878,365,,,
207,Mike,East,Basic,31/07/2022,31/07/2023,FALSE,2459,365,,,
208,Sara,West,Standard,31/08/2022,31/08/2023,FALSE,1661,365,,,
209,Tom,North,Basic,30/09/2022,30/09/2023,TRUE,2930,365,,,
210,Eva,South,Premium,31/10/2022,31/10/2023,TRUE,1325,365,,,
211,Liam,East,Basic,30/11/2022,30/11/2023,FALSE,2408,365,,,
213,Chris,North,Basic,31/01/2023,31/01/2024,TRUE,2032,365,,,
214,Zoe,South,Premium,28/02/2023,29/02/2024,FALSE,1867,366,,,
215,Paul,East,Basic,31/03/2023,31/03/2024,FALSE,1092,366,,,
216,Grace,West,Standard,30/04/2023,30/04/2024,TRUE,2262,366,,,
217,Rob,North,Basic,31/05/2023,31/05/2024,TRUE,2853,366,,,
218,Sophia,South,Premium,30/06/2023,30/06/2024,FALSE,2763,366,,,
219,Dan,East,Basic,31/07/2023,31/07/2024,FALSE,2017,366,,,
201,John,North,Basic,31/01/2022,31/01/2023,FALSE,1022,365,,,
202,Jane,South,Premium,28/02/2022,28/02/2023,TRUE,2319,365,,,
203,Alex,East,Basic,31/03/2022,31/03/2023,FALSE,2580,365,,,
204,Maria,West,Standard,30/04/2022,30/04/2023,TRUE,1852,365,,,
205,James,North,Basic,31/05/2022,31/05/2023,FALSE,1591,365,,,
206,Ella,South,Premium,30/06/2022,30/06/2023,TRUE,1465,365,,,
207,Mike,East,Basic,31/07/2022,31/07/2023,FALSE,2136,365,,,
208,Sara,West,Standard,31/08/2022,31/08/2023,FALSE,1363,365,,,
209,Tom,North,Basic,30/09/2022,30/09/2023,TRUE,1831,365,,,
210,Eva,South,Premium,31/10/2022,31/10/2023,TRUE,2805,365,,,
211,Liam,East,Basic,30/11/2022,30/11/2023,FALSE,2125,365,,,
212,Anna,West,Standard,31/12/2022,31/12/2023,FALSE,1789,365,,,
213,Chris,North,Basic,31/01/2023,31/01/2024,TRUE,2252,365,,,
214,Zoe,South,Premium,28/02/2023,29/02/2024,FALSE,3000,366,,,
215,Paul,East,Basic,31/03/2023,31/03/2024,FALSE,1475,366,,,
216,Grace,West,Standard,30/04/2023,30/04/2024,TRUE,2946,366,,,
217,Rob,North,Basic,31/05/2023,31/05/2024,TRUE,2862,366,,,
219,Dan,East,Basic,31/07/2023,31/07/2024,FALSE,1764,366,,,
220,Nina,West,Standard,31/08/2023,31/08/2024,TRUE,2334,366,,,
201,John,North,Basic,31/01/2022,31/01/2023,FALSE,1703,365,,,
202,Jane,South,Premium,28/02/2022,28/02/2023,TRUE,1833,365,,,
204,Maria,West,Standard,30/04/2022,30/04/2023,TRUE,2126,365,,,
206,Ella,South,Premium,30/06/2022,30/06/2023,TRUE,2413,365,,,
207,Mike,East,Basic,31/07/2022,31/07/2023,FALSE,1621,365,,,
208,Sara,West,Standard,31/08/2022,31/08/2023,FALSE,1353,365,,,
209,Tom,North,Basic,30/09/2022,30/09/2023,TRUE,1093,365,,,
210,Eva,South,Premium,31/10/2022,31/10/2023,TRUE,1556,365,,,
211,Liam,East,Basic,30/11/2022,30/11/2023,FALSE,1533,365,,,
212,Anna,West,Standard,31/12/2022,31/12/2023,FALSE,2081,365,,,
213,Chris,North,Basic,31/01/2023,31/01/2024,TRUE,1693,365,,,
214,Zoe,South,Premium,28/02/2023,29/02/2024,FALSE,2444,366,,,
215,Paul,East,Basic,31/03/2023,31/03/2024,FALSE,1713,366,,,
216,Grace,West,Standard,30/04/2023,30/04/2024,TRUE,2832,366,,,
218,Sophia,South,Premium,30/06/2023,30/06/2024,FALSE,2161,366,,,
219,Dan,East,Basic,31/07/2023,31/07/2024,FALSE,1574,366,,,
202,Jane,South,Premium,28/02/2022,28/02/2023,TRUE,2866,365,,,
203,Alex,East,Basic,31/03/2022,31/03/2023,FALSE,1517,365,,,
204,Maria,West,Standard,30/04/2022,30/04/2023,TRUE,1808,365,,,
206,Ella,South,Premium,30/06/2022,30/06/2023,TRUE,1661,365,,,
209,Tom,North,Basic,30/09/2022,30/09/2023,TRUE,2802,365,,,
210,Eva,South,Premium,31/10/2022,31/10/2023,TRUE,2464,365,,,
211,Liam,East,Basic,30/11/2022,30/11/2023,FALSE,2929,365,,,
212,Anna,West,Standard,31/12/2022,31/12/2023,FALSE,1862,365,,,
213,Chris,North,Basic,31/01/2023,31/01/2024,TRUE,2860,365,,,
214,Zoe,South,Premium,28/02/2023,29/02/2024,FALSE,1028,366,,,
215,Paul,East,Basic,31/03/2023,31/03/2024,FALSE,2994,366,,,
218,Sophia,South,Premium,30/06/2023,30/06/2024,FALSE,1667,366,,,
219,Dan,East,Basic,31/07/2023,31/07/2024,FALSE,2970,366,,,
220,Nina,West,Standard,31/08/2023,31/08/2024,TRUE,2042,366,,,
201,John,North,Basic,31/01/2022,31/01/2023,FALSE,1104,365,,,
202,Jane,South,Premium,28/02/2022,28/02/2023,TRUE,1274,365,,,
204,Maria,West,Standard,30/04/2022,30/04/2023,TRUE,2634,365,,,
205,James,North,Basic,31/05/2022,31/05/2023,FALSE,1099,365,,,
208,Sara,West,Standard,31/08/2022,31/08/2023,FALSE,2940,365,,,
209,Tom,North,Basic,30/09/2022,30/09/2023,TRUE,2324,365,,,
210,Eva,South,Premium,31/10/2022,31/10/2023,TRUE,1108,365,,,
212,Anna,West,Standard,31/12/2022,31/12/2023,FALSE,2007,365,,,
213,Chris,North,Basic,31/01/2023,31/01/2024,TRUE,1220,365,,,
214,Zoe,South,Premium,28/02/2023,29/02/2024,FALSE,2392,366,,,
215,Paul,East,Basic,31/03/2023,31/03/2024,FALSE,1425,366,,,
216,Grace,West,Standard,30/04/2023,30/04/2024,TRUE,1526,366,,,
